Comment,Toxic
"Honestly, You are very talented. creative Thanks!",0
"Seriously, This is nonsense. That's all.",1
I think Great presentation. fantastic Please improve.,0
I think You should quit. garbage Have a nice day.,1
"In my opinion, You should quit. Better luck next time.",1
"Seriously, Brilliant idea. Thanks!",0
"Personally, Stop posting rubbish. trash Thanks!",1
This tutorial is very useful. brilliant That's all.,0
"Honestly, Stop posting rubbish. Have a nice day.",1
I think You are so dumb. loser Thanks!,1
"Honestly, You are completely useless. awful Everyone agrees.",1
"Seriously, Your ideas are terrible. Please improve.",1
"Seriously, Your ideas are terrible. annoying Have a nice day.",1
Shut up. ridiculous Thanks!,1
"Seriously, This made my day. Please improve.",0
"Seriously, Your ideas are terrible. annoying",1
"Personally, I learned something new today. excellent Better luck next time.",0
"In my opinion, You are very talented. That's all.",0
"Honestly, Absolutely ridiculous. nonsense",1
Keep up the good work. brilliant,0
"Seriously, This is nonsense. loser Have a nice day.",1
"Personally, Great presentation. perfect Better luck next time.",0
I think Fantastic work. Have a nice day.,0
This is garbage. loser Better luck next time.,1
Absolutely ridiculous. fool Everyone agrees.,1
Thank you for your help. fantastic Keep it up.,0
This is nonsense. Everyone agrees.,1
"Seriously, I learned something new today. Better luck next time.",0
Nobody likes you. Thanks!,1
I think I learned something new today. Everyone agrees.,0
"Personally, Thank you for your help. Keep it up.",0
I think What a waste. That's all.,1
"Seriously, Shut up. Everyone agrees.",1
"Honestly, You should quit. horrible Everyone agrees.",1
"Honestly, Worst content ever. awful Everyone agrees.",1
I think Nobody likes you.,1
I think What a waste. nonsense Have a nice day.,1
Nobody likes you. pathetic That's all.,1
"Personally, You are completely useless. trash Better luck next time.",1
"Seriously, Pathetic work. trash Have a nice day.",1
"Seriously, Nobody likes you. dumb Please improve.",1
"Seriously, You are an inspiration. Keep it up.",0
"Seriously, This is nonsense. stupid",1
"Personally, This is the dumbest thing I've seen. Thanks!",1
I think You are completely useless. Better luck next time.,1
I think You are an inspiration. smart Have a nice day.,0
I think Great presentation. Everyone agrees.,0
"Seriously, You are stupid. horrible Have a nice day.",1
"In my opinion, What a waste. useless Everyone agrees.",1
I think Shut up. stupid Keep it up.,1
I think You make no sense. loser,1
"In my opinion, Keep up the good work. wonderful Thanks!",0
"In my opinion, Looking forward to more videos.",0
"Seriously, Thank you for your help. helpful Everyone agrees.",0
This is the dumbest thing I've seen. trash,1
"Personally, You make no sense. Have a nice day.",1
"Honestly, You did a great job. creative Have a nice day.",0
"Personally, I completely agree with your opinion. Everyone agrees.",0
"In my opinion, You make no sense. fool Have a nice day.",1
"Honestly, Worst content ever. Keep it up.",1
"Honestly, You make no sense. idiot Have a nice day.",1
Your ideas are terrible. stupid,1
I think You should quit. annoying Better luck next time.,1
You are completely useless. trash Please improve.,1
"Honestly, You should quit. useless Thanks!",1
I think You did a great job. Better luck next time.,0
"In my opinion, This tutorial is very useful. smart Keep it up.",0
I think You make no sense. garbage Please improve.,1
"Seriously, You are stupid. Better luck next time.",1
"Seriously, Fantastic work. perfect That's all.",0
"In my opinion, Very informative content. Have a nice day.",0
"In my opinion, You did a great job. wonderful Thanks!",0
"In my opinion, I really appreciate your effort. good Please improve.",0
I think Pathetic work. idiot Have a nice day.,1
"Personally, Excellent explanation. Thanks!",0
What a waste. That's all.,1
"Seriously, I really appreciate your effort. wonderful Please improve.",0
"Seriously, Very informative content. polite Thanks!",0
I think Looking forward to more videos. Thanks!,0
Well explained. Keep it up.,0
Pathetic work. pathetic Thanks!,1
I think I really appreciate your effort. creative Better luck next time.,0
"Personally, You know nothing. That's all.",1
"Personally, This tutorial is very useful. nice",0
"Honestly, Well explained.",0
Wonderful project. Keep it up.,0
I think You are an idiot. Better luck next time.,1
"Honestly, You are stupid. ridiculous Everyone agrees.",1
"Personally, Looking forward to more videos. nice Please improve.",0
"In my opinion, I really appreciate your effort. valuable Keep it up.",0
"Personally, Very informative content. Thanks!",0
"Honestly, Stop posting rubbish. pathetic",1
"In my opinion, What a waste. garbage Have a nice day.",1
"Honestly, You are so dumb. Keep it up.",1
"Honestly, Keep up the good work. nice Everyone agrees.",0
You know nothing. nonsense Thanks!,1
"Personally, Excellent explanation. Keep it up.",0
"Seriously, You are an inspiration. valuable Better luck next time.",0
"Personally, I really appreciate your effort. wonderful Have a nice day.",0
"Honestly, You should quit. useless Better luck next time.",1
I think Excellent explanation. impressive Thanks!,0
"In my opinion, Keep up the good work. polite Better luck next time.",0
"Seriously, This is garbage. awful Keep it up.",1
"Seriously, Looking forward to more videos. valuable Please improve.",0
"Seriously, This is amazing. Better luck next time.",0
"Seriously, You are an inspiration. nice Better luck next time.",0
You are very talented. Please improve.,0
"Honestly, Stop posting rubbish. awful Keep it up.",1
Your ideas are terrible. idiot Everyone agrees.,1
"Honestly, Shut up. garbage Thanks!",1
I think I completely agree with your opinion.,0
"Personally, Thank you for your help. Everyone agrees.",0
I completely agree with your opinion. excellent Better luck next time.,0
You are an inspiration. wonderful Have a nice day.,0
"Personally, Wonderful project. perfect Thanks!",0
"Personally, This tutorial is very useful. Keep it up.",0
"In my opinion, You are an idiot. Thanks!",1
Excellent explanation. Keep it up.,0
"Personally, I really appreciate your effort. nice That's all.",0
I think This made my day. brilliant Please improve.,0
I think You did a great job. Please improve.,0
"In my opinion, Shut up. idiot Thanks!",1
"Honestly, You are an idiot. Better luck next time.",1
"Honestly, Looking forward to more videos. Better luck next time.",0
"Honestly, You make no sense. ridiculous Please improve.",1
I think This is nonsense. trash Everyone agrees.,1
"In my opinion, This is nonsense. dumb Keep it up.",1
"Honestly, You are very talented. Better luck next time.",0
Brilliant idea. Keep it up.,0
Excellent explanation. Better luck next time.,0
"Personally, Shut up. trash Keep it up.",1
I think You are completely useless. horrible Keep it up.,1
I think Excellent explanation. Everyone agrees.,0
"Personally, This made my day. impressive Everyone agrees.",0
"Seriously, You should quit. Please improve.",1
"Personally, Looking forward to more videos. Have a nice day.",0
"Honestly, Shut up. stupid Everyone agrees.",1
"Personally, You make no sense. fool Thanks!",1
You are an idiot. awful Keep it up.,1
Brilliant idea. excellent Everyone agrees.,0
"Seriously, Keep up the good work. Keep it up.",0
"Seriously, Your work is outstanding. nice",0
"Seriously, You are completely useless. Have a nice day.",1
Nobody likes you. nonsense,1
Wonderful project. awesome Everyone agrees.,0
"In my opinion, This is nonsense. Everyone agrees.",1
I think Well explained. awesome Please improve.,0
"Honestly, Terrible explanation. idiot Better luck next time.",1
"Honestly, Terrible explanation.",1
"Seriously, Great presentation. Please improve.",0
"Personally, I completely agree with your opinion. creative Everyone agrees.",0
"Personally, Well explained. Everyone agrees.",0
"In my opinion, Thank you for your help. wonderful Please improve.",0
I think Well explained. Thanks!,0
"In my opinion, Stop posting rubbish. Have a nice day.",1
"In my opinion, Worst content ever. loser",1
"Personally, Shut up. stupid Thanks!",1
"Honestly, Terrible explanation. That's all.",1
"Seriously, Terrible explanation. dumb Please improve.",1
"Seriously, You are so dumb. dumb Thanks!",1
"Honestly, You are stupid. awful Have a nice day.",1
"In my opinion, This is nonsense. Better luck next time.",1
"Personally, Your work is outstanding. creative Please improve.",0
"In my opinion, You are a loser. loser Have a nice day.",1
You are stupid. idiot That's all.,1
Wonderful project. helpful,0
"Personally, Your ideas are terrible. stupid Better luck next time.",1
Shut up. Better luck next time.,1
"Seriously, Very informative content. good Have a nice day.",0
"Personally, Terrible explanation. worst",1
I think Shut up.,1
I think This is nonsense. Keep it up.,1
"Seriously, Well explained. nice Have a nice day.",0
"Seriously, Absolutely ridiculous. ridiculous Thanks!",1
"Personally, You are a loser. Keep it up.",1
"Seriously, Keep up the good work. excellent Have a nice day.",0
"Honestly, You should quit. dumb That's all.",1
Your work is outstanding. awesome Everyone agrees.,0
"Seriously, This is nonsense. Please improve.",1
"In my opinion, I completely agree with your opinion. awesome",0
"Honestly, This made my day. Thanks!",0
"Seriously, Thank you for your help. Please improve.",0
I think You are so dumb. garbage,1
"Honestly, This is amazing. kind Keep it up.",0
"Seriously, Your work is outstanding. perfect Everyone agrees.",0
Looking forward to more videos. nice Everyone agrees.,0
"In my opinion, This made my day. Better luck next time.",0
"Honestly, You know nothing. awful",1
"Seriously, You know nothing. pathetic Keep it up.",1
"Seriously, Stop posting rubbish. That's all.",1
I think You are stupid. Better luck next time.,1
I think You are stupid. That's all.,1
"In my opinion, You did a great job. Have a nice day.",0
I think You are completely useless. Better luck next time.,1
"Seriously, Looking forward to more videos. smart Thanks!",0
I completely agree with your opinion. Have a nice day.,0
I think Your ideas are terrible. pathetic Have a nice day.,1
"Seriously, This tutorial is very useful. impressive Better luck next time.",0
"Honestly, Pathetic work. horrible That's all.",1
I think You know nothing. horrible Keep it up.,1
I think This is the dumbest thing I've seen. garbage Keep it up.,1
I think Brilliant idea. good Please improve.,0
I think I learned something new today. Have a nice day.,0
"In my opinion, You are an idiot.",1
"Seriously, Your work is outstanding. polite Keep it up.",0
"Honestly, Stop posting rubbish. awful",1
"Seriously, You are stupid. That's all.",1
"Seriously, This tutorial is very useful. good Everyone agrees.",0
"Personally, Shut up. fool Please improve.",1
I think What a waste. Everyone agrees.,1
I think This made my day. nice Keep it up.,0
"Seriously, This made my day. Everyone agrees.",0
"In my opinion, You know nothing. Thanks!",1
"Honestly, This made my day. That's all.",0
I completely agree with your opinion. helpful Please improve.,0
"In my opinion, You are an inspiration. Everyone agrees.",0
"Seriously, Your work is outstanding. fantastic Have a nice day.",0
"In my opinion, Terrible explanation. Thanks!",1
I think Stop posting rubbish. useless Have a nice day.,1
I think Worst content ever. trash That's all.,1
I think Worst content ever. Everyone agrees.,1
I think You are a loser. dumb Better luck next time.,1
"Honestly, Well explained. helpful",0
I think Excellent explanation.,0
You are very talented. smart Everyone agrees.,0
