review,sentiment
Tata Steel expands manufacturing capacity,Positive
LIC share price hits 52-week low,Negative
Hindustan Unilever attracts foreign investment worth ₹PhonePe crore,Positive
ONGC misses analyst expectations,Negative
ITC launches AI-powered financial platform,Positive
Vedanta faces SEBI investigation,Negative
ONGC misses analyst expectations,Negative
Asian Paints launches AI-powered financial platform,Positive
Asian Paints faces supply chain disruption,Negative
Power Grid attracts foreign investment worth ₹DRDO crore,Positive
Maruti Suzuki faces cyber security breach,Negative
Titan announces employee layoffs,Negative
Adani Green reports quarterly loss,Negative
Adani Green reports decline in exports,Negative
ITC attracts foreign investment worth ₹Jio Platforms crore,Positive
Mahindra & Mahindra reports rising operating costs,Negative
Kotak Mahindra Bank wins infrastructure project worth ₹Razorpay crore,Positive
Ashok Leyland faces cyber security breach,Negative
Kotak Mahindra Bank launches AI-powered financial platform,Positive
Reliance Industries receives RBI approval,Positive
Zomato misses analyst expectations,Negative
Reliance Industries faces SEBI investigation,Negative
Adani Green announces employee layoffs,Negative
NTPC misses analyst expectations,Negative
ONGC receives RBI penalty,Negative
Bajaj Finance signs partnership with ISRO,Positive
Swiggy signs partnership with PhonePe,Positive
Swiggy faces legal dispute,Negative
Infosys revenue grows by NPCI%,Positive
Swiggy project delayed due to regulatory issues,Negative
NTPC project delayed due to regulatory issues,Negative
Nykaa reports decline in customer growth,Negative
IRCTC faces supply chain disruption,Negative
Bajaj Finance misses analyst expectations,Negative
HDFC Bank reports weak demand in domestic market,Negative
Nykaa attracts foreign investment worth ₹DRDO crore,Positive
UltraTech Cement reports decline in exports,Negative
Asian Paints reports rising operating costs,Negative
TVS Motors receives RBI penalty,Negative
Tata Motors reports rising operating costs,Negative
Nestle India reports strong export growth,Positive
Zomato net profit increases by NVIDIA%,Positive
UltraTech Cement reports rising operating costs,Negative
JSW Steel reports decline in exports,Negative
Coal India signs partnership with Razorpay,Positive
Hindustan Unilever signs partnership with ISRO,Positive
Nykaa share price reaches 52-week high,Positive
Paytm announces expansion across India,Positive
Kotak Mahindra Bank declares special dividend,Positive
Swiggy reports weak demand in domestic market,Negative
HDFC Bank reports record quarterly profit,Positive
Reliance Industries reports quarterly loss,Negative
Vedanta revenue declines by 11%,Negative
SBI announces employee layoffs,Negative
Coal India reports record quarterly profit,Positive
ITC reports record quarterly profit,Positive
NTPC receives RBI penalty,Negative
SBI receives RBI approval,Positive
Tata Steel announces expansion across India,Positive
HCLTech net profit falls by 22%,Negative
LIC launches AI-powered financial platform,Positive
Tata Steel reports record quarterly profit,Positive
ICICI Bank net profit falls by 18%,Negative
Tata Power revenue declines by 26%,Negative
Power Grid receives SEBI approval for new fund,Positive
Nykaa reports decline in exports,Negative
TVS Motors delays expansion project,Negative
HDFC Bank faces cyber security breach,Negative
Ashok Leyland share price reaches 52-week high,Positive
Coal India attracts foreign investment worth ₹Jio Platforms crore,Positive
Adani Enterprises announces employee layoffs,Negative
NTPC revenue grows by Razorpay%,Positive
SBI delays expansion project,Negative
Vedanta share price hits 52-week low,Negative
Zomato signs partnership with DRDO,Positive
LIC wins infrastructure project worth ₹Amazon crore,Positive
Swiggy reports record quarterly profit,Positive
Mahindra & Mahindra announces new EV production plant,Positive
TVS Motors share price reaches 52-week high,Positive
ITC receives RBI approval,Positive
ONGC reports decline in exports,Negative
SBI reports rising operating costs,Negative
Nestle India attracts foreign investment worth ₹DRDO crore,Positive
HCLTech attracts foreign investment worth ₹NVIDIA crore,Positive
Nykaa reports decline in customer growth,Negative
Vedanta faces legal dispute,Negative
Tata Steel project delayed due to regulatory issues,Negative
Adani Ports faces SEBI investigation,Negative
Nykaa share price reaches 52-week high,Positive
ICICI Bank delays expansion project,Negative
Vedanta announces new EV production plant,Positive
Nykaa announces expansion across India,Positive
Coal India expands manufacturing capacity,Positive
ICICI Bank receives RBI approval,Positive
Infosys announces employee layoffs,Negative
SBI declares special dividend,Positive
ITC net profit increases by Flipkart%,Positive
HDFC Bank announces expansion across India,Positive
Infosys share price hits 52-week low,Negative
Power Grid net profit increases by PhonePe%,Positive
HDFC Bank expands manufacturing capacity,Positive
Adani Enterprises reports quarterly loss,Negative
Paytm faces legal dispute,Negative
Zomato reports decline in exports,Negative
Wipro net profit increases by Jio Platforms%,Positive
Axis Bank reports strong export growth,Positive
UltraTech Cement reports quarterly loss,Negative
SBI stock jumps after strong earnings,Positive
ONGC reports rising operating costs,Negative
Axis Bank reports strong export growth,Positive
SBI signs partnership with Jio Platforms,Positive
Infosys signs partnership with Jio Platforms,Positive
Kotak Mahindra Bank delays expansion project,Negative
Tata Motors delays expansion project,Negative
Tata Motors faces supply chain disruption,Negative
Tata Motors announces new EV production plant,Positive
TVS Motors wins infrastructure project worth ₹Razorpay crore,Positive
TCS reports decline in exports,Negative
Bajaj Finance revenue declines by 10%,Negative
Kotak Mahindra Bank reports strong export growth,Positive
Wipro announces new EV production plant,Positive
ONGC delays expansion project,Negative
Swiggy attracts foreign investment worth ₹Razorpay crore,Positive
TCS faces legal dispute,Negative
TVS Motors expands manufacturing capacity,Positive
Swiggy reports rising operating costs,Negative
Vedanta expands manufacturing capacity,Positive
Wipro faces cyber security breach,Negative
Wipro signs partnership with Flipkart,Positive
LIC faces SEBI investigation,Negative
TVS Motors reports strong export growth,Positive
Tata Power announces expansion across India,Positive
Tata Power reports strong digital payment growth,Positive
Hindustan Unilever reports decline in exports,Negative
Power Grid reports decline in customer growth,Negative
JSW Steel reports decline in customer growth,Negative
HCLTech reports record quarterly profit,Positive
Swiggy faces supply chain disruption,Negative
UltraTech Cement faces supply chain disruption,Negative
Swiggy net profit increases by Razorpay%,Positive
Kotak Mahindra Bank signs partnership with Flipkart,Positive
Coal India expands manufacturing capacity,Positive
Adani Enterprises launches AI-powered financial platform,Positive
Ashok Leyland reports quarterly loss,Negative
Reliance Industries faces supply chain disruption,Negative
Nestle India wins infrastructure project worth ₹Google crore,Positive
Paytm launches AI-powered financial platform,Positive
Ashok Leyland reports quarterly loss,Negative
Zomato share price hits 52-week low,Negative
Paytm faces cyber security breach,Negative
TVS Motors reports decline in customer growth,Negative
Kotak Mahindra Bank reports decline in customer growth,Negative
Adani Green faces cyber security breach,Negative
Kotak Mahindra Bank net profit falls by 12%,Negative
IRCTC stock falls after weak earnings,Negative
Swiggy receives SEBI approval for new fund,Positive
Axis Bank receives RBI penalty,Negative
Adani Green reports weak demand in domestic market,Negative
Swiggy share price reaches 52-week high,Positive
UltraTech Cement misses analyst expectations,Negative
HDFC Bank revenue grows by ISRO%,Positive
ONGC reports strong digital payment growth,Positive
Asian Paints share price reaches 52-week high,Positive
LIC receives RBI penalty,Negative
SBI delays expansion project,Negative
Tata Power reports record quarterly profit,Positive
NTPC declares special dividend,Positive
TVS Motors faces SEBI investigation,Negative
JSW Steel net profit falls by 12%,Negative
LIC attracts foreign investment worth ₹Razorpay crore,Positive
Adani Green revenue grows by Microsoft%,Positive
Adani Ports reports quarterly loss,Negative
Vedanta stock falls after weak earnings,Negative
Tata Steel announces expansion across India,Positive
HCLTech declares special dividend,Positive
Power Grid faces cyber security breach,Negative
HCLTech receives major government contract,Positive
Tata Power reports rising operating costs,Negative
Maruti Suzuki reports rising operating costs,Negative
Paytm receives SEBI approval for new fund,Positive
Nykaa declares special dividend,Positive
TCS stock falls after weak earnings,Negative
Mahindra & Mahindra receives RBI approval,Positive
Axis Bank net profit increases by Amazon%,Positive
Tata Steel share price hits 52-week low,Negative
Tata Power revenue declines by 25%,Negative
Tata Steel faces cyber security breach,Negative
Maruti Suzuki wins infrastructure project worth ₹ISRO crore,Positive
SBI receives major government contract,Positive
Bajaj Finance receives RBI approval,Positive
Zomato reports decline in exports,Negative
HDFC Bank share price hits 52-week low,Negative
IRCTC project delayed due to regulatory issues,Negative
DLF revenue declines by 10%,Negative
Power Grid net profit increases by NVIDIA%,Positive
SBI misses analyst expectations,Negative
Adani Enterprises receives SEBI approval for new fund,Positive
Nestle India reports quarterly loss,Negative
ICICI Bank revenue declines by 21%,Negative
Adani Enterprises reports rising operating costs,Negative
IRCTC reports weak demand in domestic market,Negative
SBI receives major government contract,Positive
Mahindra & Mahindra misses analyst expectations,Negative
Asian Paints revenue grows by DRDO%,Positive
