age,income_lakh,investment_lakh,risk_score,experience,market_exposure,diversification,previous_return,annual_return,return_binary,return_category
42,11.8,8.7,4,7,31.4,10,-1.6,14.8,0,1
26,19.6,11.5,6,7,96.9,3,8.7,21.4,1,2
28,5.9,1.4,3,28,96.3,1,19.1,15.2,1,1
27,6.7,3.4,6,5,40.0,2,19.7,9.0,0,0
23,15.4,12.0,2,28,14.7,3,9.4,15.1,1,1
38,11.9,0.6,7,18,64.7,10,22.9,24.0,1,2
57,6.4,6.8,2,23,73.8,5,24.8,17.7,1,1
47,8.6,7.8,1,16,64.6,4,0.7,9.9,0,0
32,12.9,7.6,10,19,77.1,9,-2.2,19.4,1,1
29,21.5,5.8,4,5,84.0,6,17.8,21.8,1,2
31,12.4,5.7,1,28,47.8,8,16.5,18.0,1,1
24,23.3,11.7,3,21,88.0,3,6.3,23.9,1,2
53,10.9,3.8,8,18,19.1,2,7.1,13.5,0,1
59,16.1,12.8,2,23,76.2,8,17.0,21.6,1,2
59,5.2,13.8,3,29,19.1,2,5.9,10.9,0,1
26,9.1,7.6,4,24,82.7,8,5.6,15.2,1,1
38,14.6,0.7,8,7,93.3,1,22.3,19.9,1,1
25,14.4,0.9,5,10,95.1,5,9.0,14.6,0,1
37,5.7,1.3,8,22,40.2,10,13.9,16.6,1,1
49,12.2,11.5,8,26,69.4,3,4.9,18.8,1,1
28,22.8,10.2,4,5,27.8,6,7.3,17.0,1,1
50,3.4,13.8,8,1,36.4,4,21.7,18.2,1,1
49,7.3,5.0,5,1,84.0,7,19.6,17.1,1,1
25,21.3,5.1,3,7,31.2,8,8.6,15.5,1,1
56,15.1,9.9,6,15,33.8,7,12.4,20.3,1,2
26,16.6,8.4,2,26,82.4,5,19.3,23.6,1,2
23,3.0,5.7,9,29,19.6,10,3.0,14.2,0,1
58,8.9,13.0,6,10,50.3,6,15.5,18.5,1,1
39,9.9,12.8,6,28,91.9,7,-5.0,17.9,1,1
44,14.5,6.4,5,14,95.9,9,24.8,26.3,1,2
42,8.2,5.9,2,28,19.6,8,17.2,15.7,1,1
43,3.6,10.0,5,3,36.8,2,-2.9,5.8,0,0
36,5.4,11.0,1,14,29.1,10,13.2,14.0,0,1
59,18.4,7.2,2,4,94.6,2,1.3,9.2,0,0
48,11.0,6.9,7,11,11.7,5,21.7,20.2,1,2
58,19.8,6.9,2,26,53.6,7,4.2,14.8,0,1
34,21.5,3.0,10,16,65.0,8,18.4,26.9,1,2
25,23.7,14.5,6,21,58.2,7,18.2,29.6,1,2
36,3.3,0.6,3,14,10.5,7,-4.2,-2.0,0,0
34,9.4,13.2,5,11,17.1,6,-2.5,15.9,1,1
47,18.9,0.7,7,24,59.6,6,17.3,19.6,1,1
21,11.4,9.3,6,2,15.6,3,14.3,18.2,1,1
58,19.6,3.6,9,28,94.6,2,19.8,24.7,1,2
23,11.5,9.2,1,3,92.6,4,10.2,11.8,0,1
45,19.8,13.2,2,23,22.3,1,5.3,15.7,1,1
28,19.6,13.7,8,4,17.0,4,10.8,20.2,1,2
35,21.3,6.6,8,10,36.7,8,-4.3,14.0,0,1
26,24.2,6.9,3,17,63.1,1,10.6,18.7,1,1
33,7.4,11.7,2,16,38.8,1,4.2,9.0,0,0
57,9.1,1.4,6,1,25.0,2,4.6,6.1,0,0
29,4.9,4.0,6,10,49.4,9,-0.5,8.9,0,0
24,12.3,1.2,8,3,12.3,3,2.1,7.1,0,0
51,21.0,7.2,1,5,59.4,6,9.8,13.1,0,1
46,8.8,5.2,10,1,90.1,9,22.4,22.6,1,2
45,21.1,7.4,9,17,97.2,9,-5.0,20.9,1,2
51,24.2,1.6,3,24,97.2,3,2.7,15.7,1,1
34,19.0,14.5,10,15,53.8,6,3.9,27.9,1,2
32,10.7,8.7,9,19,22.9,8,7.7,18.4,1,1
27,4.2,9.2,7,15,85.5,1,20.2,21.9,1,2
45,7.4,1.6,1,7,74.1,1,13.7,9.5,0,0
45,12.1,11.1,2,10,37.2,1,16.3,14.9,0,1
46,4.1,5.6,8,28,25.3,10,17.9,22.4,1,2
58,22.3,1.2,5,6,92.6,3,17.5,17.1,1,1
22,15.1,10.3,2,18,98.9,5,16.9,22.3,1,2
51,19.6,4.3,2,18,42.0,7,21.8,21.0,1,2
56,23.5,10.0,2,27,57.1,8,-4.0,15.8,1,1
53,15.6,14.0,6,23,79.5,5,21.5,28.1,1,2
31,23.0,7.9,10,13,97.2,9,4.2,27.4,1,2
24,13.6,8.9,9,26,91.4,1,16.2,24.7,1,2
60,4.9,12.2,3,2,62.2,3,20.1,22.3,1,2
52,18.8,8.5,2,0,18.3,7,19.8,18.6,1,1
42,7.7,9.5,3,13,64.9,4,1.0,12.6,0,1
24,11.6,13.5,6,20,37.2,2,4.3,15.2,1,1
26,18.3,9.9,10,15,81.2,2,18.9,29.8,1,2
57,3.0,7.1,6,21,60.3,9,20.3,19.9,1,1
59,5.6,8.2,6,28,18.5,1,15.0,13.0,0,1
43,11.2,14.3,9,24,85.7,9,23.5,35.2,1,2
36,18.2,11.8,5,27,24.0,2,5.9,20.7,1,2
50,6.6,10.7,7,9,74.2,2,0.8,12.2,0,1
24,9.2,6.9,3,8,60.3,2,-4.0,4.1,0,0
51,13.8,7.3,6,6,79.2,5,7.0,14.7,0,1
38,16.1,5.0,4,25,97.9,3,-1.2,13.8,0,1
57,20.9,2.3,6,2,34.9,10,20.7,20.1,1,2
23,17.0,4.1,9,8,57.9,2,-0.4,12.3,0,1
46,22.0,10.0,9,9,63.9,10,3.9,25.8,1,2
60,3.2,4.9,8,12,31.2,9,22.3,19.7,1,1
25,4.3,6.2,8,1,69.3,6,18.0,19.3,1,1
43,23.5,2.0,7,22,72.8,2,15.9,20.0,1,1
33,6.0,8.3,6,26,97.2,6,20.7,24.3,1,2
31,13.5,8.2,1,28,23.8,4,14.3,14.9,0,1
33,7.4,1.4,10,2,27.1,7,24.1,19.3,1,1
39,13.6,12.1,3,23,41.3,6,9.2,17.1,1,1
30,4.7,10.2,6,12,82.5,6,15.5,19.7,1,1
45,16.2,6.0,4,22,90.0,2,-2.7,12.1,0,1
45,22.7,6.7,7,8,82.3,6,-3.7,20.9,1,2
45,15.0,11.4,3,29,80.4,7,13.6,25.2,1,2
30,7.1,5.2,8,0,51.2,2,13.5,12.7,0,1
53,10.7,7.2,1,18,82.3,10,1.6,12.7,0,1
25,13.5,10.6,9,29,97.1,10,9.6,31.3,1,2
24,6.1,11.5,4,27,19.5,10,5.7,14.1,0,1
54,18.7,4.8,10,10,61.5,9,-3.4,18.7,1,1
51,16.8,12.3,3,28,83.2,7,19.6,26.1,1,2
37,6.6,7.0,2,7,32.4,9,6.1,8.7,0,0
50,10.9,3.0,2,9,28.0,2,24.7,11.3,0,1
34,5.0,10.5,2,22,14.2,10,19.9,15.0,1,1
49,13.0,5.8,8,29,14.5,4,1.3,16.4,1,1
44,7.7,4.4,9,28,39.3,8,14.4,19.8,1,1
41,16.5,0.6,1,8,88.8,2,-3.3,3.9,0,0
21,3.9,14.0,3,21,16.0,1,-2.2,7.4,0,0
47,12.8,9.8,10,30,89.7,3,8.5,25.5,1,2
44,3.2,3.5,9,10,21.4,1,10.0,10.6,0,1
25,14.1,6.0,8,5,87.3,3,2.0,12.7,0,1
27,19.6,12.9,7,1,32.3,9,-1.1,21.0,1,2
30,9.9,14.1,5,8,50.8,10,6.6,19.1,1,1
30,14.4,9.8,2,14,45.7,2,17.6,16.5,1,1
36,7.3,8.0,2,26,49.6,3,19.2,13.9,0,1
53,3.2,1.5,4,3,32.6,3,13.8,9.6,0,0
43,18.1,8.1,9,29,93.3,4,23.6,31.5,1,2
35,22.4,2.3,10,17,80.7,8,16.7,29.0,1,2
59,8.1,3.0,5,3,30.9,9,15.7,15.0,1,1
38,21.7,10.8,5,19,60.6,4,16.0,25.9,1,2
38,8.3,10.8,2,3,52.6,5,-0.7,7.5,0,0
44,22.6,7.2,6,21,64.1,3,13.7,25.5,1,2
60,21.3,13.6,8,28,96.5,4,-0.6,24.8,1,2
42,15.6,1.8,6,3,96.0,2,23.1,19.3,1,1
41,15.1,7.2,6,16,50.8,10,1.9,18.5,1,1
39,12.3,8.7,5,14,35.6,1,10.4,11.7,0,1
31,21.7,9.2,7,21,41.2,5,-3.0,18.8,1,1
35,10.3,5.2,4,12,91.5,1,23.0,19.4,1,1
55,19.1,12.4,2,18,93.4,10,-1.4,22.7,1,2
21,18.2,6.0,6,20,66.4,1,22.9,18.6,1,1
28,24.8,2.7,5,0,89.5,6,7.0,17.8,1,1
58,3.5,9.2,10,7,96.4,2,-3.0,9.7,0,0
24,15.8,4.2,6,22,70.2,4,8.9,15.9,1,1
53,6.5,9.7,4,10,20.7,2,23.0,18.7,1,1
52,7.4,1.4,10,20,52.8,8,-3.9,11.7,0,1
58,20.1,10.5,10,25,38.0,8,1.4,27.1,1,2
27,5.6,13.6,7,26,39.1,10,24.2,27.8,1,2
47,25.0,6.9,2,27,26.3,5,-0.1,16.9,1,1
33,14.4,2.6,2,12,81.0,3,21.3,14.4,0,1
56,18.9,11.1,7,14,85.7,7,-1.3,20.9,1,2
37,17.0,1.1,6,11,15.6,9,9.9,13.1,0,1
50,4.5,2.1,7,21,54.5,10,4.5,11.5,0,1
50,6.1,0.6,1,27,42.1,6,23.5,14.2,0,1
44,12.5,13.2,1,2,88.0,8,21.0,23.3,1,2
36,11.4,9.3,6,14,43.0,1,20.3,21.2,1,2
32,24.8,14.3,8,21,61.3,5,10.0,28.1,1,2
47,6.3,7.4,1,6,86.0,7,4.3,5.8,0,0
58,15.8,9.1,1,2,54.5,1,4.6,10.7,0,1
32,22.0,12.6,10,8,18.1,3,-4.4,18.0,1,1
25,23.8,5.5,8,0,64.3,9,13.0,22.5,1,2
38,10.4,3.0,3,27,77.1,2,2.7,11.6,0,1
27,8.7,0.5,6,19,86.0,6,5.2,14.1,0,1
57,16.1,10.2,6,2,52.2,4,22.8,22.6,1,2
55,24.3,3.6,2,12,10.8,8,21.3,20.4,1,2
49,7.1,4.1,6,16,61.1,1,-4.7,5.0,0,0
40,12.8,11.1,5,29,84.8,2,19.7,26.6,1,2
31,15.0,9.5,3,24,77.6,2,24.8,23.0,1,2
27,19.1,13.9,2,12,96.5,10,18.1,30.6,1,2
47,12.7,5.1,6,18,45.4,6,11.9,14.4,0,1
46,20.9,14.6,4,12,96.1,7,15.8,29.2,1,2
29,6.2,6.5,4,30,38.6,9,14.7,17.2,1,1
47,21.8,11.6,7,23,33.8,1,4.1,19.8,1,1
59,15.8,8.2,9,22,36.0,9,2.7,19.7,1,1
33,7.9,2.8,2,25,62.3,5,18.2,13.1,0,1
43,15.9,0.7,2,4,15.1,9,12.1,14.1,0,1
41,14.9,4.5,4,9,61.1,2,1.7,10.8,0,1
32,4.9,2.5,7,13,92.9,1,12.0,12.5,0,1
55,24.3,4.9,8,28,13.4,5,18.9,26.0,1,2
59,4.5,9.2,6,11,39.8,10,4.7,15.9,1,1
32,10.9,6.4,10,14,62.1,5,7.7,17.9,1,1
54,15.5,3.5,5,6,11.7,5,9.3,12.3,0,1
38,23.3,7.7,7,1,18.1,4,1.3,16.4,1,1
27,8.4,4.4,4,26,94.4,8,-2.3,15.1,1,1
52,11.1,14.2,9,0,15.1,3,17.3,24.9,1,2
53,14.6,2.7,5,2,22.2,9,20.0,19.0,1,1
41,5.9,11.0,7,10,33.8,2,24.6,22.6,1,2
57,5.7,6.8,7,22,30.0,5,16.9,16.6,1,1
31,9.9,8.0,2,27,88.8,10,23.5,24.8,1,2
48,5.9,8.4,9,8,70.1,3,0.2,14.8,0,1
51,22.8,10.1,4,24,73.1,3,17.6,23.8,1,2
37,9.8,14.0,8,27,52.6,4,15.0,26.2,1,2
42,13.4,6.4,5,23,37.4,9,13.5,24.4,1,2
50,18.3,6.6,3,11,30.0,4,17.5,15.7,1,1
47,17.4,0.5,5,26,17.2,9,22.6,21.3,1,2
21,22.3,5.4,2,17,71.5,4,24.9,26.5,1,2
47,18.7,2.5,5,11,71.3,6,15.1,16.8,1,1
37,8.1,8.2,8,4,36.3,3,9.8,14.8,0,1
49,9.2,14.6,9,10,92.5,8,-3.2,20.9,1,2
31,21.6,11.9,6,29,69.0,4,25.0,32.5,1,2
31,8.3,14.6,9,15,16.9,6,6.7,21.2,1,2
29,5.1,13.3,7,2,57.0,6,8.9,18.5,1,1
34,22.8,4.2,6,9,64.7,5,14.8,23.3,1,2
55,4.5,9.2,2,9,69.7,2,16.0,14.6,0,1
38,19.6,3.0,2,4,20.1,7,1.4,8.4,0,0
26,13.0,5.0,5,23,81.7,10,12.7,20.2,1,2
45,7.0,12.8,2,30,70.8,10,2.2,19.2,1,1
47,18.9,5.6,6,0,67.0,7,-1.8,14.5,0,1
21,15.5,1.7,2,1,43.2,6,6.1,8.0,0,0
44,21.1,10.3,6,16,56.8,5,3.9,20.0,1,1
55,19.5,12.7,6,27,65.0,6,18.7,32.5,1,2
21,10.0,3.5,4,20,67.0,8,12.2,13.0,0,1
47,14.8,5.3,9,21,84.3,10,10.7,21.0,1,2
34,18.4,6.2,2,9,25.1,5,9.9,12.4,0,1
38,23.6,3.6,9,14,14.6,3,22.7,24.1,1,2
60,10.3,0.5,2,10,61.0,3,14.9,12.3,0,1
45,18.1,12.5,5,18,48.2,5,-3.3,16.9,1,1
35,4.1,5.6,3,25,80.5,9,17.6,16.8,1,1
35,3.6,1.3,10,4,34.5,4,-4.5,3.1,0,0
44,13.3,9.0,1,6,49.4,7,11.8,16.6,1,1
21,3.3,13.1,8,11,60.4,1,18.2,21.8,1,2
51,17.0,13.0,2,3,74.0,4,23.7,21.9,1,2
27,5.2,11.2,4,18,38.8,8,19.6,19.4,1,1
54,19.2,12.1,8,16,31.7,4,11.2,24.5,1,2
45,4.9,4.0,8,10,32.4,5,20.2,14.5,0,1
30,8.4,14.7,10,25,60.4,3,-3.4,20.3,1,2
60,4.9,14.1,2,9,56.3,3,11.3,16.4,1,1
46,9.0,8.6,8,28,20.4,3,5.7,14.2,0,1
24,4.6,11.0,6,30,41.5,6,-0.7,13.0,0,1
60,20.5,7.4,3,9,23.7,8,11.3,18.5,1,1
40,23.4,3.2,9,3,88.3,7,24.5,28.1,1,2
57,11.2,12.6,3,7,67.3,1,19.0,19.6,1,1
34,9.8,1.4,8,6,41.4,7,20.0,16.1,1,1
42,14.8,11.9,6,14,56.1,6,10.6,22.2,1,2
43,23.7,2.0,1,10,51.0,2,-1.4,6.2,0,0
53,19.6,1.1,2,20,18.1,10,5.5,15.1,1,1
25,14.1,1.1,2,2,26.1,5,19.4,13.0,0,1
54,18.2,13.3,7,22,81.2,6,-5.0,15.5,1,1
21,16.7,13.1,1,10,77.8,7,20.6,23.0,1,2
29,13.6,4.9,3,5,20.2,7,-3.5,8.8,0,0
47,6.6,7.9,9,25,40.8,3,-1.4,11.7,0,1
60,20.2,1.7,7,22,24.9,4,3.7,14.3,0,1
37,7.8,5.8,8,14,22.4,2,10.9,13.1,0,1
40,7.4,10.4,2,23,57.6,3,2.4,11.1,0,1
35,24.9,1.1,9,30,91.7,4,14.1,24.9,1,2
48,4.5,13.4,6,8,99.7,9,-0.2,16.6,1,1
26,12.6,3.1,5,10,65.7,5,15.7,17.2,1,1
58,13.2,4.2,8,26,65.3,1,6.7,15.7,1,1
32,21.8,12.2,4,25,31.1,5,-0.1,17.4,1,1
49,16.1,2.2,1,7,77.9,4,8.5,10.6,0,1
29,3.1,10.1,4,25,26.6,5,-1.1,11.1,0,1
35,18.6,14.5,9,17,69.5,2,-2.3,19.8,1,1
42,7.0,9.5,6,6,51.1,5,22.7,17.9,1,1
53,11.4,6.1,10,26,12.5,8,16.9,22.1,1,2
47,8.8,0.9,1,0,22.2,3,17.7,7.1,0,0
25,3.0,0.9,9,7,96.0,4,-2.5,4.9,0,0
44,12.6,8.1,5,5,16.9,6,-1.4,8.4,0,0
55,3.8,4.2,6,7,45.6,10,10.5,11.0,0,1
51,17.7,4.5,7,16,67.0,5,16.9,25.1,1,2
57,24.2,6.3,9,6,74.1,8,8.0,26.6,1,2
54,4.4,2.9,6,9,34.9,8,18.2,14.6,0,1
28,7.3,10.6,2,3,88.3,3,21.2,17.2,1,1
29,24.7,1.9,5,26,51.2,3,21.6,19.3,1,1
59,21.4,14.4,1,10,69.9,9,1.5,16.7,1,1
47,11.9,7.1,4,22,24.7,5,6.8,16.3,1,1
59,17.5,7.6,2,7,73.4,9,-1.2,16.8,1,1
30,22.0,9.4,4,17,40.6,3,11.6,20.8,1,2
54,18.8,12.0,8,11,50.4,1,-0.4,17.4,1,1
32,9.9,2.6,1,15,90.3,8,-0.1,9.9,0,0
24,19.7,3.5,10,1,62.2,2,9.7,18.0,1,1
37,17.6,4.8,4,16,65.8,7,12.5,21.7,1,2
51,19.6,8.2,6,22,57.5,2,17.5,24.5,1,2
60,14.7,11.9,7,19,36.5,7,0.9,21.1,1,2
33,16.6,8.9,3,30,36.9,4,6.9,15.5,1,1
55,9.3,9.8,3,10,81.8,9,13.6,16.9,1,1
54,15.1,14.3,4,17,90.3,5,2.7,18.1,1,1
53,12.3,9.0,8,6,74.7,1,23.4,23.6,1,2
23,16.7,13.3,4,15,59.1,2,15.7,23.1,1,2
46,18.8,12.5,1,6,13.5,2,22.1,16.6,1,1
29,7.2,4.2,6,24,19.5,9,2.6,10.7,0,1
26,9.5,13.0,10,16,72.6,4,-0.6,21.7,1,2
37,12.2,4.2,5,9,27.3,6,5.3,11.2,0,1
34,4.2,11.1,10,12,36.8,5,-1.9,13.5,0,1
50,7.2,8.7,8,15,74.1,6,16.9,20.5,1,2
23,14.3,12.4,6,29,58.9,8,3.7,17.8,1,1
24,5.0,8.5,5,16,59.1,7,8.1,15.4,1,1
24,5.0,7.6,2,10,79.5,2,22.8,11.1,0,1
43,9.5,14.8,1,11,71.2,1,4.0,12.3,0,1
44,17.6,5.4,8,13,59.0,1,11.1,16.1,1,1
40,4.8,12.8,5,3,21.5,3,9.0,13.9,0,1
57,5.6,13.7,9,14,25.4,7,6.6,17.6,1,1
21,22.5,11.6,4,20,49.4,3,11.1,22.3,1,2
39,13.4,4.5,10,5,51.7,6,10.4,18.4,1,1
58,15.7,3.1,9,27,88.8,9,-3.2,18.7,1,1
25,16.9,11.1,5,2,66.9,3,3.0,15.9,1,1
29,5.8,6.2,10,25,34.5,9,6.6,15.5,1,1
39,5.2,12.0,1,29,29.7,2,-0.2,5.9,0,0
27,19.6,1.9,10,10,79.7,3,19.6,25.5,1,2
40,21.0,9.7,5,12,27.9,7,22.6,25.4,1,2
60,8.4,3.1,8,14,11.0,4,9.3,8.2,0,0
51,9.9,10.5,5,0,47.9,7,20.9,23.0,1,2
51,17.7,9.9,1,19,42.5,5,-4.7,11.8,0,1
40,20.1,10.7,6,21,92.2,5,5.5,23.8,1,2
51,3.9,6.3,9,14,68.5,1,21.0,18.0,1,1
34,19.8,11.5,2,2,11.4,1,24.7,22.1,1,2
37,10.4,9.8,7,25,23.9,5,24.3,26.4,1,2
49,22.6,9.9,8,17,57.5,7,6.7,23.7,1,2
30,19.4,7.0,8,30,79.5,1,2.2,18.8,1,1
27,9.8,4.7,5,30,14.2,1,21.1,16.7,1,1
29,13.6,13.6,5,4,80.8,7,12.9,20.3,1,2
31,16.6,6.6,4,12,79.3,10,12.2,21.3,1,2
45,8.0,12.6,1,5,57.6,2,1.5,8.2,0,0
21,20.7,5.0,6,12,17.7,1,22.3,20.4,1,2
53,14.8,9.5,2,20,39.5,9,10.3,14.5,0,1
55,13.5,2.9,4,3,21.6,5,12.5,9.8,0,0
39,21.3,10.9,3,25,11.2,7,13.7,21.4,1,2
29,6.6,13.9,7,12,99.4,9,-3.9,22.0,1,2
37,8.9,12.6,10,7,99.4,1,4.4,23.4,1,2
49,4.4,14.2,7,27,85.2,5,-0.5,18.4,1,1
32,9.8,12.4,4,7,70.0,9,20.2,23.9,1,2
59,4.7,2.9,6,16,27.2,1,17.0,9.7,0,0
38,3.0,3.5,8,17,23.6,6,16.2,13.2,0,1
24,23.1,8.4,2,29,74.6,9,8.6,25.6,1,2
29,5.6,13.8,1,20,41.5,7,12.1,14.7,0,1
53,8.4,9.0,5,10,74.8,8,9.4,17.6,1,1
35,10.6,13.1,10,27,53.4,5,9.5,24.7,1,2
46,5.8,3.1,7,8,93.5,10,24.3,22.7,1,2
58,5.1,8.5,2,29,12.4,5,9.1,10.3,0,1
30,21.2,1.0,5,10,94.7,2,-3.1,8.4,0,0
48,6.1,13.7,9,28,98.0,8,-1.4,22.9,1,2
37,10.6,11.5,8,7,36.8,3,19.1,17.5,1,1
41,17.1,12.8,1,4,61.6,8,10.6,15.3,1,1
47,21.0,7.7,7,0,40.6,5,18.2,24.6,1,2
50,11.5,11.2,7,17,43.8,1,6.4,14.0,0,1
44,22.9,11.2,9,11,51.5,5,-2.9,23.6,1,2
28,20.1,12.7,8,4,69.3,5,-1.0,23.3,1,2
47,11.8,12.2,4,23,23.9,8,17.4,23.1,1,2
31,11.5,11.4,6,16,99.1,4,18.9,26.5,1,2
23,8.7,13.8,6,11,18.4,6,3.5,17.8,1,1
57,18.2,6.6,7,30,51.9,2,-0.9,15.5,1,1
60,15.1,3.8,1,1,94.2,3,6.6,5.8,0,0
37,18.7,11.3,10,1,19.2,3,12.2,25.6,1,2
33,4.7,3.8,7,0,49.6,3,18.7,13.0,0,1
50,18.0,13.4,9,24,18.3,5,12.5,26.2,1,2
29,11.6,9.6,8,10,13.0,6,8.3,17.3,1,1
48,17.5,1.3,2,2,56.3,10,-3.5,7.8,0,0
49,23.9,7.0,4,1,82.5,5,16.0,22.9,1,2
57,7.2,8.0,1,9,84.5,8,-2.7,9.7,0,0
30,18.8,14.1,1,9,64.3,8,-1.1,16.9,1,1
24,4.9,10.2,8,30,13.4,1,3.8,11.2,0,1
50,15.9,10.8,10,14,57.1,10,17.1,28.7,1,2
45,19.3,10.2,8,14,58.3,2,-4.5,17.0,1,1
27,6.4,8.4,6,9,52.7,8,12.0,20.2,1,2
26,16.4,10.9,6,1,87.8,6,-0.8,18.4,1,1
40,21.6,14.7,8,21,79.7,6,1.1,23.8,1,2
31,6.2,13.1,2,12,79.3,3,24.0,19.7,1,1
22,8.0,9.7,5,22,83.4,2,0.7,16.8,1,1
32,19.1,8.0,10,29,30.0,9,3.9,23.8,1,2
33,16.3,3.8,1,11,61.0,3,19.8,16.0,1,1
45,23.2,7.8,2,12,70.4,1,23.6,21.8,1,2
50,9.1,12.7,5,11,72.8,3,12.0,18.9,1,1
46,7.4,1.0,10,17,47.8,2,13.2,15.6,1,1
32,3.0,11.7,4,17,56.2,5,20.8,21.2,1,2
24,19.5,11.7,5,0,59.5,1,8.6,22.5,1,2
58,16.8,6.7,6,5,62.6,2,24.3,24.3,1,2
45,16.7,2.4,7,25,57.0,6,16.4,20.3,1,2
34,6.9,14.5,8,3,82.0,5,0.8,17.1,1,1
28,3.0,2.3,7,28,95.4,7,4.0,15.9,1,1
34,23.1,7.1,10,4,42.2,5,1.9,18.5,1,1
45,23.0,2.4,9,9,87.6,1,1.4,17.4,1,1
59,23.8,4.4,10,1,37.6,7,10.3,22.1,1,2
34,18.8,4.5,8,6,45.8,5,21.9,24.4,1,2
55,22.8,0.8,1,25,45.5,3,5.8,8.3,0,0
35,23.0,11.5,7,10,37.3,10,6.9,26.5,1,2
47,6.8,9.4,7,1,86.7,10,24.7,27.3,1,2
39,19.7,7.2,5,2,87.8,6,4.6,18.8,1,1
35,21.2,10.9,2,18,60.3,5,5.0,21.1,1,2
32,13.0,5.4,7,6,69.1,6,13.5,15.3,1,1
31,12.4,10.8,10,29,59.7,8,14.1,32.0,1,2
23,12.3,11.2,9,19,32.2,6,23.8,30.4,1,2
37,19.9,7.9,2,19,18.1,8,2.1,13.4,0,1
43,8.4,4.3,6,20,16.1,8,20.6,15.0,1,1
27,16.7,8.3,4,16,38.3,5,0.7,15.2,1,1
46,11.5,4.2,4,25,91.3,6,-0.7,12.2,0,1
25,16.5,2.2,10,15,47.7,5,15.6,21.0,1,2
37,3.2,11.6,6,2,99.9,3,12.4,17.3,1,1
53,18.4,8.6,4,25,96.7,2,3.0,19.5,1,1
59,16.3,4.3,7,24,60.2,6,5.4,16.7,1,1
60,24.7,12.7,8,9,14.3,8,14.0,29.0,1,2
34,3.3,3.2,10,14,59.7,6,15.7,18.5,1,1
34,23.9,9.8,4,26,76.9,4,-3.4,19.2,1,1
22,10.4,1.1,1,9,42.8,4,18.3,11.5,0,1
53,5.2,4.5,9,9,50.4,8,12.3,16.4,1,1
41,23.2,3.8,7,2,93.5,10,20.0,27.7,1,2
42,9.8,5.2,9,29,93.3,9,23.3,30.4,1,2
34,24.4,2.2,2,7,72.0,10,-4.7,11.7,0,1
42,13.9,8.9,2,1,66.7,10,13.6,18.5,1,1
52,17.6,12.0,5,19,32.2,1,22.4,19.4,1,1
27,7.6,5.6,10,23,39.9,9,14.1,21.3,1,2
46,23.1,5.4,9,28,26.4,3,12.7,20.6,1,2
57,3.4,11.4,8,30,76.0,5,-1.6,17.0,1,1
39,7.4,1.8,2,15,11.2,2,7.9,4.4,0,0
25,6.5,11.7,5,29,25.7,3,2.3,11.4,0,1
52,6.9,12.0,7,20,61.8,7,5.9,18.6,1,1
43,21.2,13.6,8,24,84.8,5,24.3,33.8,1,2
42,15.7,5.0,5,16,85.1,9,20.9,24.7,1,2
51,9.9,6.6,4,13,86.5,6,-3.8,13.4,0,1
60,19.7,11.7,7,20,67.5,1,17.7,25.4,1,2
30,20.9,13.7,9,30,65.1,10,-2.3,27.0,1,2
40,15.1,11.7,8,16,72.0,3,18.3,22.8,1,2
44,11.8,11.3,7,8,98.4,1,7.9,19.4,1,1
58,13.3,14.4,10,17,24.8,10,2.3,24.9,1,2
30,16.8,1.1,10,28,47.3,9,12.4,22.3,1,2
35,20.2,1.5,1,24,55.3,2,23.4,15.6,1,1
27,10.7,6.1,5,19,69.3,2,8.4,13.5,0,1
48,23.1,11.2,9,27,79.3,5,4.2,29.7,1,2
46,20.9,6.4,3,4,40.4,10,7.4,15.0,1,1
26,13.6,14.3,6,30,27.5,6,4.5,22.4,1,2
50,7.5,4.3,6,2,18.5,10,25.0,20.8,1,2
25,7.5,2.9,8,4,17.8,8,16.2,16.0,1,1
47,23.4,10.5,5,21,84.5,5,3.1,22.7,1,2
52,12.1,1.9,10,21,82.3,6,19.1,23.3,1,2
43,14.9,2.5,7,0,48.9,9,22.9,21.2,1,2
52,23.6,8.9,3,14,89.2,8,4.3,20.4,1,2
53,15.9,7.0,3,11,81.1,4,11.5,17.9,1,1
53,13.3,10.6,4,23,11.6,1,22.2,19.2,1,1
37,21.8,12.5,8,21,30.0,1,-2.5,19.4,1,1
50,23.1,7.6,3,0,77.7,7,5.0,20.4,1,2
58,11.4,11.7,4,8,37.0,6,10.2,16.8,1,1
44,18.7,5.9,9,22,46.0,4,15.2,22.0,1,2
58,22.7,7.2,8,21,91.0,6,13.5,28.8,1,2
33,12.0,14.7,4,20,12.1,2,19.8,21.4,1,2
25,20.3,3.0,7,8,50.6,8,16.8,22.9,1,2
34,17.3,7.8,8,6,11.3,1,-4.1,11.3,0,1
59,8.1,6.1,1,26,41.0,7,-4.0,12.3,0,1
44,13.0,4.1,2,21,80.5,3,5.4,10.3,0,1
25,14.8,14.1,3,20,19.4,9,23.6,30.5,1,2
37,4.8,14.6,10,7,58.1,4,2.7,14.4,0,1
50,16.6,11.4,2,28,48.6,3,4.4,21.5,1,2
42,8.0,12.8,3,16,85.3,10,6.7,19.3,1,1
52,9.7,9.4,9,25,87.8,5,22.4,30.7,1,2
54,17.5,5.4,1,24,35.8,9,6.2,13.7,0,1
37,20.5,1.7,6,4,71.5,10,0.1,17.5,1,1
